"KQ2110010","10","100","受注消費税率変更のリスト","The screen list of change of order tax",
"KQ1180010","10","100","受注消費税率変更のリスト","The screen list of change of order tax",
"KU0070010","10","100","出荷インボイス出力のリスト","The screen list of Shipment invoice output",
"KU1140010","10","100","出荷インボイス出力のリスト","The screen list of Shipment invoice output",
"KU0090010","10","100","出荷インボイス一覧のリスト","The screen list of Shipment invoice",
"AG0090010","10","100","ロット一覧のリスト","The screen list of lot",
"AC0160010","10","100","所要量CSV出力のリスト","The screen list of MR CSV output",
"KM0020010","10","100","見積登録のリスト","The screen list of plan register",
"KM0040010","10","100","案件一覧","The list of case ",
"VA0010010","10","1000","原価費目マスタメンテナンス","",
"VA0020010","10","1000","費目勘定科目マスタメンテナンス","",
"VA0030010","10","1000","賃率マスタメンテナンス","",
"VA0040010","10","1000","部門マスタメンテナンス","",
"VA0050010","10","1000","部門階層マスタメンテナンス","",
"VA0060010","10","1000","基準単価マスタメンテナンス","",
"VA0070010","10","1000","品目マスタメンテナンス","",
"VA0080010","10","1000","構成マスタメンテナンス","",
"VA0090010","10","1000","作業系列マスタメンテナンス","",
"VA0100010","10","1000","品目マスタ費用情報取込","",
"VA0110010","10","1000","配賦ルールマスタメンテナンス","",
"VA0120010","10","1000","配賦ルールマスタ取込","",
"VA0130010","10","1000","配賦グループマスタメンテナンス","",
"VA0140010","10","1000","配賦基準値マスタメンテナンス","",
"VA0150010","10","1000","配賦基準値アップロード","",
"VA0160010","10","1000","共通マスタメンテナンス","",
"VC0010010","10","1000","費用情報メンテナンス","",
"VD0010010","10","1000","配賦結果照会","",
"VD0020010","10","1000","原価メンテナンス","",
"VZ0020010","10","1000","処理ログ確認","",
"VZ0030010","10","1000","エラーデータ確認","",
"KU3150010","10","100","出荷インボイス出力のリスト","The screen list of Shipment invoice output",
"KU3160010","10","100","出荷インボイス一覧のリスト","The screen list of Shipment invoice",
"AD3150010","10","100","出来高作業指示強制完了一覧のリスト","",
"AD3120010","10","100","現品票印刷一覧のリスト","",
"AG3090010","10","100","ロット一覧のリスト","The screen list of lot",
"AC3180010","10","100","所要量CSV出力のリスト","The screen list of MR CSV output",
"VE0010010","10","1000","費目別総費用集計表CSV出力","",
"VE0020010","10","1000","費目別作業区別総費用集計表CSV出力","",
"VE0040010","10","1000","作業区品番別工数比較表CSV出力","",
"VE0050010","10","1000","直接製造部門配賦表CSV出力","",
"VE0060010","10","1000","作業区別直接部門配賦表CSV出力","",
"VE0070010","10","1000","得意先別売上・原価一覧表CSV出力","",
"VE0080010","10","1000","製品在庫表CSV出力","",
"VE0090010","10","1000","材料在庫表CSV出力","",
"VE0100010","10","1000","製品原価表CSV出力","",
"VE0110010","10","1000","製品原価表リストCSV出力","",
"VG0010010","10","1000","予算見積品目マスタメンテナンス","",
"VG0020010","10","1000","予算見積構成マスタメンテナンス","",
"VG0030010","10","1000","予算見積作業系列マスタメンテナンス","",
"VG0040010","10","1000","予算見積基準単価マスタメンテナンス","",
"VG0050010","10","1000","予算見積原価マスタメンテナンス","",
"VG0060010","10","1000","予算見積製品原価表リストCSV出力","",
"VD0030010","10","1000","原価明細一覧","",
"AD0130010","10","1000","日報入力","",
"AD3100010","10","1000","日報入力（マルチカンパニー版）","",
"AA3220010","10","100","全社共通製品構成メンテナンス（マルチカンパニー）の一覧","The list of all company product structure maintenance (Multi-Company)",
